Parameter Name,PC_Timestamp,ECM_Run_Time,Engine_Run_Time,TI_Vehicle_Trip_ECM_Distance,TI_Base_Total_Fuel_Used,Altitude,Engine_Speed,Net_Engine_Torque,PrcntLoadAtCurSpd,Combustion_Control_Path_Owner,Total_Fueling,FCR_Instantaneous_Fuel_Rate,CBR_Chi_Table_Mask,Vehicle_Speed,Accelerator_Pedal_Position,Coolant_Temperature,Oil_Temperature,Ambient_Air_Tmptr,Fan_Speed,Fan_Drive_State,J39_CurrentGear,J39_SelectedGear,DL_ShiftInProgress,J39_Transmission_Grade,J39_Transmission_Gross_Mass,Clutch_Switch,Service_Brake_Switch,RetarderSwitchLevel,ActiveFaults,V_SCR5_pc_CE_for_Ctrl,V_SCP_trc_SCR_Bed,V_SFP_gpl_Soot_Load_Comb,P_SFR_Regen_Trigger_State,V_SFR_Regen_Stage,P_SFR_tmh_SinceActiveRegen,ACA_RCBV_Relay_Cmd,AC_Pump_Load,Date
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
